,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
2556,-0.60%,,-1e-06,22.248M,,3453,Joint Ventures USD,0.000155,-0.0,JOINT-USD,967,56,967,967,-0.5109379125878016,USD,0.0,4.964383561643835,0.00014608362107537687,-0.4938273671777267,-0.008779155087605859,0.22321423757531886,56.249987868980355
2557,-0.54%,,-3.1e-05,592893,,3412,Iconic USD,0.005757,-0.0,ICON-USD,3,57,3,3,-0.36265441121646047,USD,0.0,5.8191780821917805,0.0025945391971617937,-0.3120192647631815,-0.007452694396485216,0.16613745575722488,41.86663885082067
2558,-1.03%,,-2e-06,15.782M,,3387,Pyrk USD,0.000215,-76.40233482847376,PYRK-USD,574,58,574,574,-0.8357831078044489,USD,3046.0,3.2958904109589042,0.00019300867279525846,-1.247273800830923,-0.025082841375073456,0.19732609777475918,49.72617663923931
2559,-0.54%,,-1e-06,12.147M,,3329,GoHelpFund USD,0.000274,-0.0,HELP-USD,9310,59,9310,9310,-0.6009597522706667,USD,0.0,4.882191780821918,0.00025945392553694546,-0.6342757120841043,-0.014878382540808846,0.1691694043046178,42.63068988476368
2560,-0.54%,,-0.0,134.559M,,3319,Defis USD,2.5e-05,-26.540992644914155,XGM-USD,44,60,44,44,-0.8679779745035727,USD,1745.0,3.1397260273972605,1.2972695913049392e-05,-1.3979347962861988,-0.015209737905394932,0.3647242534505048,91.91051186952721
2561,-1.03%,,-3.5e-05,960881,,3233,Save Environment Token USD,0.003365,-0.0,SET-USD,23,61,23,23,-0.7185514172917759,USD,0.0,4.52054794520548,0.0009486866765655577,-0.8753068128668551,-0.014321061335348407,0.24254066456828902,61.120247471208835
2562,+7.75%,,2.6e-05,8.948M,,3188,Dinero USD,0.000356,-0.0,DIN-USD,1,62,1,1,-0.5872116033784915,USD,0.0,4.980821917808219,0.00012972696276847273,-0.6108895449059776,-0.012482999094269946,0.1941973112735999,48.93772244094718
2563,-0.54%,,-2e-06,8.822M,,3143,XDNA USD,0.000356,-0.0,XDNA-USD,0,63,0,0,-0.7559744215043621,USD,0.0,5.071232876712329,0.0005189078510738909,-0.9738123884365165,-0.021036128855720725,0.18369990511334908,46.29237608856397
2564,-0.77%,,-1.6e-05,1.494M,,3051,High Voltage USD,0.002042,-0.0,HVCO-USD,4,64,4,4,-0.2641041646918387,USD,0.0,5.8191780821917805,0.0018017798429355025,-0.21282826725129125,-0.0038369418208281376,0.2201119160817168,55.46820285259263
2565,-4.41%,,-2e-06,64M,,3042,rASKO USD,4.8e-05,-54.52710506443842,RASKO-USD,414,65,414,414,-0.9899303239622368,USD,408.0,1.558904109589041,6.000000212225132e-06,-3.191492987750482,-0.13364486535401573,0.09476349637337578,23.880401086090696
2566,-0.54%,,-1e-06,10.83M,,2968,ARbit USD,0.000274,0.0,ARB-USD,25,66,25,25,1.346899953141727,USD,0.0,5.8191780821917805,0.9059476852416992,0.5940204073571917,0.010426878401598958,0.22607186426548673,56.970109794902655
2567,+0.01%,,0.0,183.286M,,2919,Insight Protocol USD,1.6e-05,-189.5287819860355,INX-USD,24239,67,24239,24239,-0.9653312439844799,USD,3481.0,2.8602739726027395,1.8999999156221747e-05,-2.3211039259258395,-0.054446648085617784,0.1691698238301306,42.63079560519291
2568,-0.54%,,-3e-06,5.261M,,2884,Gold Poker USD,0.000548,-74.07825398896723,GPKR-USD,40,68,40,40,-0.8049126800697515,USD,5719.0,4.816438356164384,0.0010870000114664435,-1.1283441714680906,-0.012953008216290826,0.3456769393810099,87.11058872401449
2569,-0.54%,,-1.8e-05,872830,,2871,Comet USD,0.003289,-0.0,CMT-USD,3,69,3,3,-0.3668879893780863,USD,0.0,5.8191780821917805,0.0025945391971617937,-0.3155923177031786,-0.011919044782348197,0.10507137861674995,26.477987411420987
2570,-1.03%,,-0.0,156.089M,,2838,The Currency Analytics USD,1.8e-05,-0.0,TCAT-USD,12,70,12,12,-0.816132515980923,USD,0.0,4.5698630136986305,1.6356667401851155e-05,-1.1692385590398235,-0.024958184619951217,0.18590436854274703,46.84790087277225
2571,+98.92%,,0.000273,5.071M,,2780,Donu USD,0.000548,-68.51941851177052,DONU-USD,12,71,12,12,-0.768219255633856,USD,2631.0,5.8191780821917805,0.0005189078510738909,-1.2618429817114336,-0.026043108518346833,0.1922701898647109,48.452087845907144
2572,-0.26%,,-0.0,249.181M,,2774,Guider USD,1.1e-05,-36.498279650996636,GDR-USD,24,72,24,24,-0.6300726243227541,USD,2800.0,3.767123287671233,1.0788416147988755e-05,-0.6865781939449215,-0.013035099875355942,0.20901386784074644,52.671494695868105
2573,-1.03%,,-0.0,149.998M,,2728,Paypex USD,1.8e-05,-0.0,PAYX-USD,6,73,6,6,-0.8254295851279598,USD,0.0,5.8,1.6356667401851155e-05,-1.2312337076326436,-0.012244746792016975,0.3990158497476352,100.55199413640408
2574,-0.82%,,-4.1e-05,516268,,2587,Exosis USD,0.005012,-0.0,EXO-USD,0,74,0,0,-0.6087038282725854,USD,0.0,4.6,0.0028652569744735956,-0.6478060668163647,-0.01108363661442858,0.2319328109292733,58.44706835417687
2575,-0.71%,,-0.0,17.034B,,2580,SeChain USD,1.5e-07,,SNN-USD,0,75,0,0,-0.9765892445787894,USD,2624.0,3.0767123287671234,1.5404945941099868e-07,,,,
2576,-1.03%,,-0.0,141.756M,,2578,XOVBank USD,1.8e-05,-0.0,XOV-USD,28,76,28,28,-0.7382447318671259,USD,0.0,5.079452054794521,1.6356667401851155e-05,-0.925389085804594,-0.012321699726096577,0.2980253531211729,75.10238898653557
2577,+2.03%,,1e-06,45.109M,,2536,Cream USD,5.6e-05,-0.0,CRM-USD,5,77,5,5,-0.5907020338379496,USD,0.0,5.8191780821917805,7.702860602876171e-05,-0.6167523010114664,-0.008814358201283245,0.27766397848027174,69.97132257702847
2578,-1.03%,,-0.0,135.043M,,2456,Note USD,1.8e-05,-0.0,NOTE-USD,33,78,33,33,-0.7174611217067512,USD,0.0,5.8191780821917805,1.6356667401851155e-05,-0.8962678303967863,-0.010721304066638078,0.3317337473580007,83.59690433421618
2579,0.00%,,0.0,34.472M,,2284,FinNexus USD,6.6e-05,-14.954254785024924,FNX-USD,0,79,0,0,-0.8970103729660927,USD,1999.0,3.210958904109589,5.8010486100101843e-05,-1.569391794703055,-0.007480867826425675,0.8324896738686538,209.78739781490077
2580,-0.54%,,-6.7e-05,181919,,2244,Wild Beast Block USD,0.012335,-0.0,WBB-USD,3,80,3,3,-0.46023839294977476,USD,0.0,5.8191780821917805,0.004929624497890472,-0.4279428015998846,-0.013946758374613365,0.1217620378170164,30.684033529888133
2581,+0.01%,,7.1e-05,4199,,2100,Rigel Finance USD,0.50033,-22.87189649402427,RIGEL-USD,4,81,4,4,-0.9002633893009478,USD,1343.0,2.589041095890411,0.319925993680954,-1.5915508496499835,-0.017030451596443983,0.3708461833225995,93.45323819729508
2582,-0.80%,,-2e-06,10.518M,,1973,SocialCoin USD,0.000188,-0.0,SOCC-USD,94,82,94,94,-0.5764454330234972,USD,0.0,5.8191780821917805,8.915601210901514e-05,-0.5950745307118005,-0.011200700322947375,0.21082671617113538,53.128332475126115
2583,-0.01%,,-0.0,93.798B,,1874,LitecoinToken USD,2e-08,,LTK-USD,30,83,30,30,inf,USD,0.0,4.46027397260274,1.998430576577448e-08,inf,,,
2584,-0.54%,,-1e-06,9.647M,,1851,Mobile Crypto Pay Coin USD,0.000192,-0.0,MCPC-USD,0,84,0,0,-0.564108026386819,USD,0.0,4.2164383561643834,0.001063761068508029,-0.573290219137565,-0.010218312323120614,0.22263570686779216,56.10419813068363
2585,+0.51%,,3e-06,2.7M,,1738,Mate USD,0.000644,-151.9465362285696,MATE-USD,15,85,15,15,-0.9649641423620883,USD,1966.0,2.0383561643835617,0.0007283781887963414,-2.313831715001624,-0.07728714965847895,0.11880205086486537,29.93811681794607
2586,+0.01%,,1e-06,430655,,1723,Mesefa USD,0.004003,-15.082969365209511,SEFA-USD,6,86,6,6,-0.2074190286388381,USD,4349.0,3.4027397260273973,0.010098805651068687,-0.16049335016194213,-0.003468146554428492,0.18363652275457265,46.27640373415231
2587,-0.54%,,-1e-06,6.195M,,1698,Merebel USD,0.000274,-0.0,MERI-USD,75,87,75,75,-0.7934722389341327,USD,0.0,4.326027397260274,0.00031134471646510065,-1.0889993171083276,-0.01597390075971397,0.2705304062261097,68.17366236897963
2588,-0.09%,,-0.0,60.965M,,1629,Ancient Raid USD,2.7e-05,-217.72364509178647,RAID21527-USD,0,88,0,0,-0.9983312185648289,USD,1661.0,1.0273972602739727,2.7252039217273705e-05,-4.415634857003362,-0.13107985857422425,0.1336769869471751,33.686600710688126
2589,-0.54%,,-7e-06,1.031M,,1413,LiteCoin Ultra USD,0.001371,-2.6755252472787188,LTCU-USD,2,89,2,2,-0.21662047520599326,USD,2140.0,5.8191780821917805,0.0020756314042955637,-0.16855554683826465,-0.001250245442653607,0.5349919262193054,134.81796540726495
2590,-0.73%,,-3e-06,3.065M,,1369,Save and Gain USD,0.000447,-0.0,SANDG-USD,0,90,0,0,-0.2958340677564142,USD,0.0,5.8191780821917805,0.00027693697484210134,-0.24503978192155315,-0.005433846418553077,0.17894876153846384,45.095087907692886
2591,-0.11%,,-1.7e-05,82368,,1213,HeroFi (ROFI) USD,0.014733,-80.40557298512513,ROFI-USD,4,91,4,4,-0.9725153970532953,USD,1155.0,1.7726027397260273,0.014027000404894352,-2.4814262729773153,-0.06961521470573605,0.14144795352991327,35.64488428953814
2592,-3.31%,,-0.000244,168605,,1200,Cubiex Power USD,0.007123,-89.25844813081072,CBIX-P-USD,6,92,6,6,-0.9359610031631902,USD,726.0,2.3424657534246576,0.00430842163041234,-1.9085922899658196,-0.12294552084133707,0.06160272352019933,15.523886327090231
2593,-1.68%,,-1.6e-05,1.211M,,1160,Connectome USD,0.000959,-33.68537314772489,CNTM-USD,135,93,135,135,-0.861647850200088,USD,753.0,3.084931506849315,0.0006223739474080503,-1.3656004508849195,-0.04473489129843943,0.12113697498718484,30.52651769677058
2594,-66.85%,,-5.5e-05,42.343M,,1160,NestEGG Coin USD,2.7e-05,-45.613030666872014,EGG7665-USD,0,94,0,0,-0.8504978314289855,USD,2197.0,2.8054794520547945,5.189078365219757e-05,-1.3120876272677957,-0.020761506903446525,0.250786080115313,63.198092189058876
2595,+0.01%,,0.0,861265,,1120,ECOSC USD,0.001301,-12.181308250530892,ECU-USD,3,95,3,3,-0.9277501404449736,USD,430.0,3.372602739726027,0.0004999408847652376,-1.8141410239955387,-0.028328623838443933,0.2541236156933646,64.03915115472788
2596,0.00%,,0.0,1.29M,,1116,Veles USD,0.000865,-10.638996886002602,VLS-USD,0,96,0,0,-0.7458960549277873,USD,1116.0,3.221917808219178,0.0008650000090710819,-0.9458712041188437,-0.00953315133154355,0.39372679911019764,99.2191533757698
2597,0.00%,,0.0,527.672M,,1086,Depth Token USD,2.06e-06,-103.68848393336626,DEP9164-USD,1,97,1,1,-0.9901739743672657,USD,1081.0,2.16986301369863,1.9999999949504854e-06,-3.19157705648459,-0.09591904156648128,0.13203831181533668,33.273654577464846
2598,-0.54%,,-7e-06,744265,,1020,Concoin USD,0.001371,-0.0,CONX-USD,3,98,3,3,-0.29538437888495106,USD,0.0,5.8191780821917805,0.0005189078510738909,-0.24635427994199416,-0.006709446096523893,0.14570447916448,36.71752874944896
2599,-0.54%,,-2e-06,2.301M,,1009,Dash Green USD,0.000439,-0.0,DASHG-USD,3,99,3,3,-0.7864176453702743,USD,0.0,4.638356164383562,0.00028539932100102305,-1.0658100321901345,-0.014203259719730446,0.29777705773894403,75.0398185502139
2600,-14.65%,,-0.000294,564377,,964,Crystal Token USD,0.00171,-17.05893349235174,CYL-USD,132056,100,132056,132056,-0.6268349817665878,USD,849.0,4.841095890410959,0.0015048133209347725,-0.6805619352272528,-0.020092972311368362,0.13440732203568284,33.870645152992076
2601,-1.01%,,-6e-06,1.564M,,959,KZ Cash USD,0.000613,-5.625543504406124,KZC-USD,8,101,8,8,-0.8317185055245093,USD,486.0,5.641095890410959,0.00031134471646510065,-1.230393203101774,-0.011575192395897375,0.42180834181657717,106.29570213777745
2602,-0.54%,,-4e-06,861099,,708,PonziCoin USD,0.000822,-0.0,PONZI-USD,59,102,59,59,-0.5547137330676701,USD,0.0,5.8191780821917805,0.0005189078510738909,-0.5748060976616453,-0.014743274374837745,0.15471302507367904,38.98768231856712
2603,-0.54%,,-0.0,23.859M,,654,STRAKS USD,2.7e-05,-0.0,STAK-USD,0,103,0,0,-0.8467060929687137,USD,0.0,5.673972602739726,5.189078365219757e-05,-1.294795496713231,-0.024392302099375453,0.2106433967149498,53.08213597216735
2604,-1.03%,,-2e-06,3.899M,,638,Electrum Dark USD,0.000164,-2.2660045833179785,ELD-USD,0,104,0,0,-0.6826289646349092,USD,510.0,4.542465753424658,0.00013085333921480924,-0.7923734252331759,-0.004443146241799958,0.7076829836117975,178.33611187017297
2605,-0.54%,,-3e-06,1.148M,,629,Argus USD,0.000548,-0.0,ARGUS-USD,3,105,3,3,-0.4302315668464832,USD,0.0,5.8191780821917805,0.00025941350031644106,-0.38855653923095457,-0.006544006065695174,0.2356188263298115,59.37594423511249
2606,-0.54%,,-0.0,21M,,575,Diligence USD,2.7e-05,,IRA-USD,11,106,11,11,-0.785232700759566,USD,544.0,3.180821917808219,2.5945391826098785e-05,,,,
2607,-21.29%,,-0.000397,385525,,565,Dynamite USD,0.001468,-0.0,DYNMT-USD,36708,107,36708,36708,-0.7044119415728523,USD,0.0,4.038356164383561,0.001725922105833888,-0.8414649290239125,-0.018542694502394312,0.18007881989936897,45.37986261464098
2608,-1.03%,,-0.0,15.091M,,548,Abulaba USD,3.6e-05,-0.0,AAA-USD,10,108,10,10,-0.8306038511156925,USD,0.0,4.972602739726027,4.9064805352827534e-05,-1.2258351731017276,-0.008275811618484447,0.5877883057682559,148.1226530536005
2609,+28.17%,,0.001125,84903,,434,S.Finance USD,0.00512,-20.661679172724234,SFG-USD,18725,109,18725,18725,-0.9344964018015293,USD,259.0,2.936986301369863,0.0030516390688717365,-1.881818770650784,-0.07977482306071133,0.09360766364203317,23.58913123779236
2610,-1.03%,,-2e-08,278.998M,,405,Storeum USD,1.46e-06,-6.9167369976412845,STO-USD,,110,,,-0.9587399431822925,USD,365.0,4.115068493150685,1.3085333421258838e-06,-2.3053016004176556,-0.01894996437709941,0.4827461435724258,121.65202818025129
2611,0.00%,,0.0,3.155M,,315,GokuMarket Credit USD,0.0001,-11.066128525287665,GMC-USD,20,111,20,20,-0.923219259048084,USD,315.0,2.5972602739726027,9.999999747378752e-05,-1.7721478429072537,-0.035130566746944966,0.20017703558855812,50.44461296831665
2612,-0.54%,,-2e-06,722904,,257,Klimatas USD,0.000356,-0.0,KTS-USD,35,112,35,35,-0.7418756041097222,USD,0.0,4.210958904109589,0.0003372375504113734,-1.2551490874188398,-0.015424209706274452,0.32291770157105854,81.37526079590675
2613,0.00%,,0.0,540000,,193,Blizzard Network USD,0.000358,-20.728078076639523,BLIZZ-USD,14,113,14,14,-0.9959752429581955,USD,179.0,1.6876712328767123,0.0003319999959785491,-3.807817163065632,-0.11579931886390794,0.13048768953018713,32.88289776160716
2614,+4.15%,,3.4e-07,20M,,169,Aeron USD,8.46e-06,-0.7600456278649309,ARNX-USD,5628,114,5628,5628,-0.8546498715488996,USD,80.0,5.8191780821917805,4.024778718303423e-06,-1.3315333194432002,-0.009500570348311636,0.5561626497173259,140.1529877287661
2615,-0.54%,,-0.0,1.007B,,137,Trexcoin USD,1.4e-07,,TREX-USD,,115,,,2.116343901789949,USD,50273168.0,3.3534246575342466,0.04993116110563278,,,,
2616,-0.54%,,-1e-06,269548,,29,Nibble USD,0.00011,,NBXC-USD,0,116,0,0,-0.6459625594427119,USD,0.0,3.254794520547945,0.00010378156730439514,,,,
2617,-3.10%,,-1e-08,15.6M,,6,CryptoPlanes USD,4.2e-07,,CPAN-USD,25,117,25,25,-0.9995694297513368,USD,4.0,1.8794520547945206,2.858959078366752e-07,,,,
2618,+0.01%,,0.0,59.567M,,1,BitGuild PLAT USD,2e-08,,PLAT-USD,15,118,15,15,-0.7818785119819376,USD,19.0,4.726027397260274,3.199621687599574e-07,,,,
2619,-0.59%,,-0.0,5.603M,,0,HaloDAO USD,4e-08,,RNBW-USD,0,119,0,0,-0.9993827062562716,USD,0.0,2.180821917808219,3.717565988381466e-08,,,,
2620,-21.34%,,-0.0,30000,,0,YFFII Finance USD,0.0,,YFFII-USD,86,120,86,86,-0.9999375175201268,USD,0.0,2.9835616438356163,1.7911649594082313e-11,,,,
2621,0.00%,,0.0,0,,0,Boulpik Token USD,1.19e-06,-0.0,BOULPIK-USD,116,121,116,116,-0.9472317498424897,USD,0.0,0.7068493150684931,9.999999974752427e-07,-2.031082436059374,-0.05739594662609,0.14042543786671946,35.387210342413304
2622,0.00%,,0.0,0,,0,Kekwcoin USD,2.4e-07,,KEKW-USD,0,122,0,0,-1.0,USD,0.0,1.5315068493150685,0.0,,,,
2623,0.00%,,0.0,0,,0,Yamanote-Sen USD,5.8e-05,-0.0,YMNT-USD,88,123,88,88,-1.0,USD,0.0,0.08493150684931507,5.8000001445179805e-05,-32.444727644908276,-0.2363280113528932,0.5447890772185026,137.28684745906264
2624,+0.00%,,0.0,0,,0,Bankers Dream USD,0.0,,BANK17642-USD,13,124,13,13,,USD,0.0,1.2383561643835617,0.0,,,,
2625,0.00%,,0.0,0,,0,Scrilla USD,4.8e-05,-0.0,SCRILLA-USD,39534,125,39534,39534,-1.0,USD,0.0,0.0547945205479452,4.8000001697801054e-05,-29.42572332318536,-0.35617803757698613,0.3278381343788909,82.61520986348052
2626,0.00%,,0.0,0,,0,Arable USD USD,0.914755,-0.0,ARUSD-USD,7,126,7,7,-0.03808110135980991,USD,0.0,0.08767123287671233,0.9147549867630005,-0.02680529994017946,-0.0036028343957627495,0.029524043065358697,7.440058852470392
2627,0.00%,,0.0,0,,0,Xriba USD,0.004596,-0.0,XRA3234-USD,181,127,181,181,-0.3645643804731946,USD,0.0,4.887671232876713,0.0035389999393373728,-0.322090245224717,-0.012962207041759563,0.09860480469345873,24.8484107827516
2628,-1.83%,,-0.0,0,,0,Tax Haven Inu USD,0.0,,TAXHAVENINU-USD,909,128,909,909,,USD,0.0,0.5972602739726027,0.0,,,,
2629,0.00%,,0.0,0,,0,Dwagon USD,1.3e-05,-0.0,DWAGON-USD,11,129,11,11,-0.9986497495429064,USD,0.0,0.2547945205479452,1.2999999853491317e-05,-4.561866370825956,-0.06607009839351374,0.2739914843300976,69.0458540511846
2630,+0.02%,,1e-06,0,,0,MMA Gaming USD,0.007162,-0.0,MMA18166-USD,0,130,0,0,-0.61666014884427,USD,0.0,1.389041095890411,0.007161678280681372,-0.6712568947344608,-0.017395512908533955,0.15312672010614206,38.5879334667478
2631,0.00%,,0.0,0,,0,Gemstone USD,5.82e-06,-0.0,GEM23323-USD,3,131,3,3,-0.9999999999145655,USD,0.0,0.27671232876712326,6.000000212225132e-06,-16.00598438696143,-0.11941020094838267,0.5319127725681214,134.0420186871666
2632,0.00%,,0.0,0,,0,Ninja Squad Token USD,0.087922,-0.0,NST16807-USD,61,132,61,61,-0.7553580902173083,USD,0.0,1.336986301369863,0.08792199939489365,-0.972070827515289,-0.05233776724133842,0.07370249290391431,18.573028211786408
2633,-1.00%,,-0.02,0,,0,Wrapped Toncoin USD,1.9814,-0.0,JTON-USD,536,133,536,536,-0.2956033719280353,USD,0.0,0.33972602739726027,1.9814319610595703,-0.2419294512580601,-0.010246883230789651,0.09369068460813514,23.610052521250054
2634,0.00%,,0.0,0,,0,Ariadne USD,0.021278,-0.0,ARDN-USD,28,134,28,28,-0.96430168915875,USD,0.0,1.4958904109589042,0.021277999505400658,-2.30089939858945,-0.16468475540184713,0.05544261305016545,13.971538488641693
2635,0.00%,,0.0,0,,0,MEME KONG USD,0.024964,-0.0,MKONG-USD,6121,135,6121,6121,-0.1379304205849573,USD,0.0,1.2383561643835617,0.024963999167084694,-0.10247030639798266,-0.004771754968189088,0.08521564973532425,21.474343733301712
2636,0.00%,,0.0,0,,0,Alluo USD,0.037469,-0.0,ALLUO-USD,288,136,288,288,-0.5260439925956399,USD,0.0,0.4575342465753425,0.03746899962425232,-0.5154889720283071,-0.04266636337183982,0.047943883593149085,12.08185866547357
2637,-0.00%,,0.0,0,,0,Rogue Doge USD,0.0,,ROGE-USD,6,137,6,6,,USD,0.0,1.4246575342465753,0.0,,,,
2638,-100.00%,,,0,,0,pETH USD,0.0,,PETH-USD,3164,138,3164,3164,22.234471140396323,USD,0.0,1.7534246575342465,0.00024854837101884186,,,,
2639,0.00%,,0.0,0,,0,Yarloo USD,0.003671,-0.0,YARL-USD,1,139,1,1,-0.9590959447556504,USD,0.0,1.8520547945205479,0.003670979058369994,-2.673612260923218,-0.16692751943454928,0.06355795916646888,16.016605709950156
2640,-0.16%,,-0.0,0,,0,SHIBOT USD,2e-08,,SHIBOT-USD,0,140,0,0,,USD,0.0,0.16986301369863013,0.0,,,,
2641,+0.03%,,0.0005,0,,0,mCoin USD,1.9152,0.0,MCOIN23046-USD,178011,141,178011,178011,2.777481018718252,USD,0.0,0.7013698630136986,2.538411855697632,1.1239450791727517,0.00945959431989859,0.471489513154366,118.81535731490023
2642,-0.92%,,-0.002642,0,,0,xJEWEL USD,0.285929,-0.0,XJEWEL-USD,1116,142,1116,1116,-0.9286927974226171,USD,0.0,1.3917808219178083,0.2200409173965454,-1.8232082207248157,-0.07108751727672072,0.10177529802709488,25.64737510282791
2643,+8.20%,,0.001147,0,,0,Earneo USD,0.015134,-0.0,RNO-USD,366,143,366,366,-0.4582705616953724,USD,0.0,4.654794520547945,0.003950523678213358,-0.4232140426355012,-0.007160913584493797,0.23452605373506258,59.10056554123577
2644,-0.98%,,-0.000148,0,,0,Paras USD,0.015,-0.0,PARAS-USD,59279,144,59279,59279,-0.8587809233999177,USD,0.0,1.704109589041096,0.007849572226405144,-1.351440001730008,-0.02417135635882154,0.2218682754128952,55.91080540404959
2645,-0.52%,,-1e-06,0,,0,Jolofcoin USD,0.000143,-0.0,JOL-USD,0,145,0,0,-0.5203863765353536,USD,0.0,1.704109589041096,0.0001352275867247954,-0.5072963328392951,-0.0038929801653887364,0.5171053024538595,130.31053621837262
2646,0.00%,,0.0,0,,0,LifeTime USD,2e-06,-0.0,LFT19232-USD,0,146,0,0,-0.9998372696249728,USD,0.0,1.106849315068493,1.9999999949504854e-06,-6.02274191413569,-0.07577327227923501,0.315411605987722,79.48372470890594
2647,0.00%,,0.0,0,,0,Gabur USD,0.069397,-0.0,GBR-USD,3,147,3,3,-0.6833400355067543,USD,0.0,0.5835616438356165,0.05443499982357025,-0.8716772790238304,-0.10191180181657016,0.03394147448937284,8.553251571321956
2648,-39.94%,,-3e-08,0,,0,WALL STREET BABY USD,5e-08,,WSB24755-USD,1.98M,148,1.98M,1.98M,inf,USD,0.0,0.35342465753424657,4.460247282622731e-09,,,,
2649,-0.62%,,-6e-06,0,,0,NeoFi USD,0.001019,-0.0,NEOFI-USD,58734,149,58734,58734,-0.9424085357516685,USD,0.0,1.4356164383561645,0.0006148574175313115,-1.9706958628039906,-0.2495101979455283,0.03134229278877363,7.898257782770955
2650,-0.51%,,-1e-06,0,,0,SOLCash USD,0.000195,-0.0,SOLCASH-USD,186,150,186,186,-0.9195925135918817,USD,0.0,1.7178082191780821,0.0001590787578606978,-1.7402829976329421,-0.1691710584002568,0.04082190521562257,10.287120114336886
2651,-78.35%,,-0.0,0,,0,Meta Musk USD,0.0,,META15404-USD,117,151,117,117,,USD,0.0,1.4684931506849315,0.0,,,,
